"entry_id","comments","score"
"40338","a:1:{s:8:""comment4"";a:0:{}}","100.000"
"40337","a:1:{s:8:""comment4"";a:2:{i:0;s:43:""Employed for and completed a major project "";i:1;s:58:""Improved support from work colleagues in other departments"";}}","100.000"
"40336","a:1:{s:8:""comment4"";a:2:{i:0;s:70:""Fitting in to a new job role and settling into a new work environment "";i:1;s:46:""Getting more organised and prepared personally"";}}","99.000"
"40335","a:1:{s:8:""comment4"";a:2:{i:0;s:87:""the continued HR approach of 'people first' in the pandemic is very much appreciated 
"";i:1;s:117:""We can do the essentials in Salesforce, its now time to start flying with it and discovering/optimising its potential"";}}","73.530"
"40334","a:1:{s:8:""comment4"";a:2:{i:0;s:43:""Adapted to the continuing covid-19 pandemic"";i:1;s:140:""Improve equipment, current surfaces aren't able to handle calls on teams while doing any other task. It's even worse when it's a video call."";}}","47.590"
"40333","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","28.930"
"40332","a:1:{s:8:""comment4"";a:2:{i:0;s:99:""Hybrid Working
The way we have dealt with shut down, social distancing and keeping our people safe"";i:1;s:130:""more focus on customer service to the people that need it
More focus on ensuring everyone has the right equipment to do their job"";}}","62.480"
"40331","a:1:{s:8:""comment4"";a:2:{i:0;s:19:""We didn't go bust. "";i:1;s:96:""Communicate more effectively. 

Hire in the right places and promote those doing a great job. "";}}","0.000"
"40330","a:1:{s:8:""comment4"";a:2:{i:0;s:117:""Smooth working from home practices, team meetings, CRM system improvements and better documented processes for tasks."";i:1;s:132:""Potentially more social events, more promotion availability and/or options to extend working hours. (Too much work, too little time)"";}}","77.430"
"40329","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","93.500"
"40328","a:1:{s:8:""comment4"";a:2:{i:0;s:155:""Policy positioning of BCS, has been incredible in the past 12 months. Well done James and team
Growth in Health 
  improvement of community interaction, "";i:1;s:107:""Registrations more accessible
better assessor community support 
membership tools to retain at all levels"";}}","75.530"
"40327","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:54:""Competitive compensation review that's above inflation"";}}","75.900"
"40326","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","63.000"
"40325","a:1:{s:8:""comment4"";a:2:{i:0;s:259:""Some great work by the Bus Tech teams but because it's not their character to shout it from the rooftops like certain other departments, they get little recognition compared to other teams. Great recognition within the team and senior management of IT though."";i:1;s:73:""People who speak up about challenges should not be ignored or sidelined. "";}}","90.000"
"40324","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","51.840"
"40323","a:1:{s:8:""comment4"";a:2:{i:0;s:32:""Transitioning to hybrid working."";i:1;s:174:""More training needed on different systems we've had to adopt.   Dont make knee jerk decisions to problems, think of the bigger picture and dont be afraid to stand our ground."";}}","70.870"
"40322","a:1:{s:8:""comment4"";a:2:{i:0;s:84:""- Joined the organisation
- Taken on first projects
- Customer Experience Training"";i:1;s:115:""- Easier-to-understand path to progression internally (learning days, ability to take courses sponsored by BCS etc)"";}}","100.000"
"40321","a:1:{s:8:""comment4"";a:2:{i:0;s:165:""New functionality released under difficult conditions and external customers able to continue to deliver our products/exams. 
Home working has been a great success."";i:1;s:219:""Ensure that 'idea to delivery' is consistent across the organisation. Improve documentation and handover - use Sharepoint more effectively. Ensure leaving staff have saved business information and new staff are trained."";}}","90.250"
"40320","a:1:{s:8:""comment4"";a:2:{i:0;s:97:""The company is a great company to work for, it values its staff, it wants to do the right thing. "";i:1;s:138:""Taking the risk to make the changes to improve. Getting everyone to believe in the same vision and being brave enough to move it forward. "";}}","89.900"
"40319","a:1:{s:8:""comment4"";a:2:{i:0;s:41:""reacting to covid and home / work balance"";i:1;s:44:""pay review, improve maternity leave benefits"";}}","61.630"
"40318","a:1:{s:8:""comment4"";a:2:{i:0;s:253:""Commitment to updating our approach to reward and recognition 
A plan is in place to establish clear charitable activity 
A stronger focus on membership and professionalism 
Continued improvements in cross team working and flexible working approaches"";i:1;s:255:""Find better ways to share information with one another 
Bring together themes e.g. Industry partnerships, Education sector knowledge 
Make decisions to stop some projects/activities if we're not absolutely clear that they are necessary/relevant/valuable"";}}","99.500"
"40316","a:1:{s:8:""comment4"";a:0:{}}","0.000"
"40315","a:1:{s:8:""comment4"";a:2:{i:0;s:353:""Our team has been incredibly productive. Generally we work well together, so it&rsquo;s been great working towards a common goal with colleagues and a boss I genuinely like and enjoy hanging out with, albeit virtually. I&rsquo;ve also been allowed to work on various projects that I generated myself. I like having some autonomy to develop fresh ideas. "";i:1;s:840:""Better individual career development re upskilling to keep ahead of the curve as new innovations come up. The development of new posts to reflect the acquisition of those new skills, which can be used to the benefit of the business. Better two way communication from senior managers so it&rsquo;s less of an us and them, top down organisation, and there are fewer silos . More transparent pay bands. Recognition of trade unions would be a good idea, or at least a staff rep who could discuss issues with SMT that arise when some people believe, fairly or not, that they are not getting the recognition/pay they deserve. Personally, I&rsquo;m happy with my team and circumstances, but know that for those who aren&rsquo;t, they feel powerless to address issues that they have. Long term, this could affect staff retention and development. 
"";}}","78.900"
"40314","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","49.930"
"40312","a:1:{s:8:""comment4"";a:2:{i:0;s:111:""The introduction back to working in the office and manging the mix between working from home and in the office."";i:1;s:255:""The ruling of working from home and in the office should be the same across the company rather than on each team. For example, some teams were made to work in the office 2 days a week, whereas the rest of the department were only made to go in once a day."";}}","5.240"
"40311","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","58.500"
"40310","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","87.100"
"40309","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","90.000"
"40308","a:1:{s:8:""comment4"";a:2:{i:0;s:237:""Continually improving 'One Team' culture, Great sense of professionalism throughout the company, Excellent communication on the strategy and reasons for the strategy from Senior Leadership, Hugely positive year despite global challenges."";i:1;s:49:""Speed up ability to respond to new initiatives.  "";}}","54.250"
"40307","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","14.600"
"40306","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","66.600"
"40305","a:1:{s:8:""comment4"";a:2:{i:0;s:203:""working from home has been an easy transition with limited time in the office. Teams has been invaluable in the past year to collaborate with with other departments and meetings with my team and manager."";i:1;s:138:""i don't think we can improve on how we work at this time, as we have tweaked several things over the year to make it work better for all. "";}}","88.600"
"40304","a:1:{s:8:""comment4"";a:2:{i:0;s:68:""Improved internal communications. Continuation in flexible working. "";i:1;s:0:"""";}}","73.430"
"40303","a:1:{s:8:""comment4"";a:2:{i:0;s:78:""Home working and being able to do a high standard of work outside the office. "";i:1;s:125:""Recognition for work well done, help with progression of job roles, continuing working for home, flexible work/life balance. "";}}","1.930"
"40302","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","66.530"
"40301","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","53.250"
"40300","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","68.400"
"40299","a:1:{s:8:""comment4"";a:2:{i:0;s:70:""The transition to the new working from home has been really impressive"";i:1;s:257:""Now we are starting to have more customers delivering qualifications in multiple areas, start to combine some of the systems they have to use.  We are receiving more and more comments on how complicated our systems are, and how many of them they have to use"";}}","79.200"
"40298","a:1:{s:8:""comment4"";a:2:{i:0;s:24:""We made it through 2021."";i:1;s:139:""Increase pay to match inflation. Those of us not on six figures are going to be struggling as everything else gets more and more expensive."";}}","24.000"
"40297","a:1:{s:8:""comment4"";a:2:{i:0;s:189:""I feel that our systems are improving. There are still some issues that crop up, but they seem to be less frequent.
The audit went very well, which is a big improvement on previous years'."";i:1;s:123:""I feel that we are all working on making things better and that we are continuously looking for things that we can improve."";}}","80.500"
"40296","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","42.000"
"40295","a:1:{s:8:""comment4"";a:2:{i:0;s:127:""I feel like BCS 'handled' working through the pandemic very well and maintained a high level of morale throughout the workforce"";i:1;s:74:""I believe that pay reviews for all levels could be more fairly implemented"";}}","93.500"
"40294","a:1:{s:8:""comment4"";a:2:{i:0;s:464:""Integrated new colleague to the team who has taken a weight off the other team member and proven to be the perfect colleague.

Developed new processes and stronger colleague relationships as we work as a wider department and develop materials for the new assessment methods.

The new systems developed by Grant Swart have made life infinitely better for the department and he should be recognised for delivering this on top of a workload that would break many."";i:1;s:884:""Our line manager needs a co-chair so they can be more focused on our level during a period of rapid change and adjustment rather than constantly looking up and passing down without time to manage where and what happens to necessary tasks.

The processes which we have developed for the audits have shown us as a department where our strengths and weaknesses are and we are using this to make it better. We can continue to work more closely as departments and align procedures and processes so that we are even stronger.

Departmental presentations: from each level in the department, what their role is in the success of the team, department and BCS - would be fantastic to know how we as external departments can help to promote the work they do or have a regular update from the marketing teams of the aims, campaigns and how we can give our voices to support their goals.


"";}}","79.000"
"40293","a:1:{s:8:""comment4"";a:2:{i:0;s:117:""For the first time in five years, I received a new role and new challenge and was encouraged to do so by my manager. "";i:1;s:100:""Keep nurturing the staff we have. The career development programme is good and I hope it continues. "";}}","100.000"
"40292","a:1:{s:8:""comment4"";a:2:{i:0;s:125:""Being given the authority to move significant pieces of work forward, working in collaboration with many other organisations."";i:1;s:102:""Receiving the reward and recognition that achievements deserve, so that those achievements feel valued"";}}","58.700"
"40291","a:1:{s:8:""comment4"";a:2:{i:0;s:427:""Moved to fully online working well as a team. And overcame the challenges of moving all of our work online well too. The change in our working environment has helped me to focus better and work more sympathetically with those in the team who already worked remotely. As a team we've been working really well with Compliance (Liz in particular)- helping to get systems in place and improve some of our data collection processes."";i:1;s:537:""Access to shared functions such as Finance, Marketing and Legal could be made simpler. E.g. needing to check with legal every time we need to pay a new supplier for a product/service (where a contract isn't needed) delays things and causes the legal team more work.

Visibility of shared function team workloads would be useful too e.g. when completing a legal request form I'd indicate that my request was important but without wider context of other business requests it's hard to know where our requests fall in the priority order. "";}}","80.280"
"40290","a:1:{s:8:""comment4"";a:2:{i:0;s:71:""Continuing successfully through the pandemic with no staff redundancies"";i:1;s:26:""improve membership numbers"";}}","90.730"
"40289","a:1:{s:8:""comment4"";a:2:{i:0;s:115:""This is not a question I can answer having spent the majority of the last 12 months out of the loop due to illness."";i:1;s:116:""Allow the 'staff' to help drive any changes especially when optimal solutions are offered but not taken advantage of"";}}","91.000"
"40288","a:1:{s:8:""comment4"";a:2:{i:0;s:81:""Surviving Covid and continuing to provide excellent service to the digital sector"";i:1;s:51:""Concentrate on core business before diversification"";}}","76.930"
"40287","a:1:{s:8:""comment4"";a:2:{i:0;s:50:""I haven't particularly enjoyed the last 12 months."";i:1;s:432:""Trust people to do the jobs they are paid to do, we are in them for a reason - we end up picking up the pieces getting the job done and making ourselves ill in the process.
Senior management - be transparent, if you don't know things, don't disguise fact finding as something else (everyone has to start somewhere regardless of your level in the organisation(we can see right through it). 
Saying thank you - its small but mighty!"";}}","47.500"
"40286","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","79.280"
"40285","a:1:{s:8:""comment4"";a:2:{i:0;s:39:""Continuing to work from home as a team."";i:1;s:21:""IT help and support. "";}}","66.000"
"40284","a:1:{s:8:""comment4"";a:0:{}}","0.000"
"40283","a:1:{s:8:""comment4"";a:0:{}}","81.000"
"40282","a:1:{s:8:""comment4"";a:2:{i:0;s:57:""Hybrid working, improved communications on the Greenroom."";i:1;s:263:""Practice closing online meetings at least 5-10 minutes early to ensure people can take rest breaks, grab food, etc. More appreciation for how busy peoples calendars are and not taking that last slot because it works for you. Maybe no meetings Mondays and Fridays?"";}}","90.000"
"40280","a:1:{s:8:""comment4"";a:2:{i:0;s:25:""The move to home working "";i:1;s:0:"""";}}","92.700"
"40279","a:1:{s:8:""comment4"";a:2:{i:0;s:168:""Main 'bulk' of required work was completed and to a good standard.
Many processes have been automated making work-life generally easier and more outputs more reliable."";i:1;s:889:""Some departments really need to act on poor performing areas/staff within their teams, when something bad happens actually take steps to prevent it happening again instead of expressing behaviours that could be summarised as: &quot;Well that was a close one, glad we made it through that! Lets carry on as we were.&quot;

Take a good amount of risk. We always seem to come in at too little risk and keep things as they are and always have been or we go way too far in the opposite direction. For example, we're too slow sometimes when coming up with new standards and products - BCS is too late to the party on the Data Science standard and it will inevitably be a flop because of this, and on the other end of the scale, we almost had the EDSQ pilot blow up in our faces with OfQual because as an organisation we didn't do enough research and checks to ensure systems were ready for it."";}}","27.300"
"40278","a:1:{s:8:""comment4"";a:2:{i:0;s:0:"""";i:1;s:0:"""";}}","82.940"
"40277","a:1:{s:8:""comment4"";a:2:{i:0;s:191:""Productive hybrid working
Further cyber security posture improvements and external validation
Many individual improvement project deliveries &amp; successful deployments 
Staff development"";i:1;s:266:""Converge similar or associated projects into a managed programme of work. To be able to deliver transformative change in the most efficient ways possible to enable best deliveries without near constant competition for priority and shared skilled resource allocation."";}}","96.000"
"40276","a:1:{s:8:""comment4"";a:2:{i:0;s:40:""Some interesting new work was undertaken"";i:1;s:71:""A greater focus on deliver of service and not meeting budget targets.  "";}}","28.500"
"40275","a:1:{s:8:""comment4"";a:2:{i:0;s:76:""We kept the business running through difficult times, with few redundancies."";i:1;s:49:""We still need to work smarter rather than harder."";}}","54.530"
"40274","a:1:{s:8:""comment4"";a:2:{i:0;s:97:""Recruiting a new product manager for RoleModelplus to invest in the development of the product.
"";i:1;s:484:""Continuing to put the customer first 
Reacting to requests/business change faster
Continue to raise awareness of SFIAplus an professional standards by:
promoting career pathways using SFIAplus and linking to professional standards and qualifications (BCS and others)
Accrediting/mapping company training programmes to the standards. 
Running regular standards workshops for individual and OM clients and setting up a mentoring network. 
Have an standards registration hotline 
"";}}","94.000"
"40272","a:1:{s:8:""comment4"";a:0:{}}","33.600"
"40264","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","85.190"
"40263","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","98.500"
"40262","a:1:{s:8:""comment4"";a:4:{i:0;s:137:""Providing structured feedback on performance instead of anecdotal.  Not all managers are good at feedback without the structure in place."";i:1;s:138:""Releasing new systems into the business without any guidance or major time spent on training and iterative updates to embed what's coming."";i:2;s:397:""Much greater planning and execution of IT projects.  It's always down to the wire after months/years of time to complete.  It puts huge pressure on Ops to take on board rushed information with little to no guidance + there are always technical flaws at launch that we have to deal with.  There are evident key competencies missing in the skillsets of those responsible for managing these projects."";i:3;s:1477:""Decrease the barriers that feel in place between departments.  We are one organisation that, without maximum effort, will not achieve the best results - yet it feels like a fight between departments sometimes to agree on priorities.  Must find a way to better unify the direction of the business with a philosophy that is clear to all employees -  we must go forward to recruit based on that same philosophy - there are some shocking attitudes in the business that are not here every day to achieve as 'one team' or they simply don't understand the big picture.  There is a notion that its impossible to fire someone these days - people need to be measurably held accountable to their job description and action must be taken against employees in this organisation that do not contribute to our success in a meaningful enough way that balances against their salary.  There are some brilliant people in this organisation that are a pleasure to work with - but across the business there is also an undercurrent of gripe against a number of employees that don't appear to be delivering value in their role.  It sets a sour and resentful tone for employees who give their all and remain unrewarded.  I work with a number of people in this organisation who, if measured against performance targets, would be seen to far exceed and flag themselves within the business as people that should have greater responsibility and, in turn, would contribute to delivering greater successes.  "";}}","30.200"
"40261","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","81.500"
"40260","a:1:{s:8:""comment4"";a:4:{i:0;s:3:""N/A"";i:1;s:3:""N/A"";i:2;s:3:""N/A"";i:3;s:3:""N/A"";}}","76.500"
"40259","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:65:""Retaining processes just because 'thats how its always been done'"";i:2;s:0:"""";i:3;s:0:"""";}}","52.600"
"40258","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","93.000"
"40257","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","9.200"
"40256","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","100.000"
"40255","a:1:{s:8:""comment4"";a:4:{i:0;s:221:""Consulting the departments that will be effected by the introducing new products/services/ect.. to properly ensure the department has enough resource (compared to the current approach of strong-arming the manage to agree)"";i:1;s:112:""holding on to the &quot;old way&quot; of doing things and actually take advantages of systems such as salesforce"";i:2;s:56:""automation of processes that no longer need to be manual"";i:3;s:8:""Meetings"";}}","26.110"
"40254","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","95.000"
"40253","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","38.680"
"40252","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","97.000"
"40251","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:13:""Less meetings"";i:2;s:0:"""";i:3;s:0:"""";}}","98.500"
"40250","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","79.650"
"40249","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","70.200"
"40248","a:1:{s:8:""comment4"";a:4:{i:0;s:293:""online drop-in social sessions whilst working remotely, to remain in contact with others - inc Exec 

Core meeting hours max 45 mins, 9:30 - 12 and 14:00 - 16:00 make sure we have a break, working the way we are is very different and we should encourage lunch breaks when there is daylight
"";i:1;s:92:""just calling me on teams without checking if i am free ðŸ˜Š - i feel bad when i just hang up"";i:2;s:66:""not increase as they get too much - but maintain the coffee chats "";i:3;s:41:""number of meetings without decisions made"";}}","77.600"
"40247","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","71.550"
"40246","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","73.800"
"40245","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","93.000"
"40244","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","94.480"
"40243","a:1:{s:8:""comment4"";a:4:{i:0;s:47:""More coherent training when landing new systems"";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","100.000"
"40242","a:1:{s:8:""comment4"";a:4:{i:0;s:108:""Listen to the Membership department that we require certain things within SalesForce to do our job properly."";i:1;s:111:""Ignoring these requests, not assisting in making them possible or telling us to get on with it (we are not IT)!"";i:2;s:23:""Training on new systems"";i:3;s:39:""Talking about it all and act on it more"";}}","75.150"
"40241","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","90.250"
"40240","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:24:""making work more manual "";i:2;s:43:""Offer more career advancement opportunities"";i:3;s:0:"""";}}","89.200"
"40239","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","42.770"
"40237","a:1:{s:8:""comment4"";a:4:{i:0;s:106:""Communicate better interdepartmentally. Its a mess which makes everything very expensive. Calls not emails"";i:1;s:65:""inviting/accepting new stakeholder feedback late in the dev cycle"";i:2;s:57:""Data driven developments that fit into the sso experience"";i:3;s:0:"""";}}","93.000"
"40236","a:1:{s:8:""comment4"";a:4:{i:0;s:51:""Set realistic aspirations for a development roadmap"";i:1;s:108:""Stop assuming that Business Technology resource over any given period is 100% dedicated a single work stream"";i:2;s:19:""Recruit more people"";i:3;s:19:""Inventing more work"";}}","93.500"
"40235","a:1:{s:8:""comment4"";a:4:{i:0;s:22:""Planning change better"";i:1;s:54:""Expecting successful change with such limited resource"";i:2;s:1:""."";i:3;s:1:""."";}}","50.800"
"40234","a:1:{s:8:""comment4"";a:4:{i:0;s:110:""More regular full business briefings again
Walk the walk in empowering managers and their teams to own things"";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","59.480"
"40233","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","97.500"
"40232","a:1:{s:8:""comment4"";a:4:{i:0;s:151:""Please listen to colleagues who consistently say they have too much work on. Its going on in various departments and has been going on for a long time."";i:1;s:0:"""";i:2;s:310:""This probably doesn't fit this comments box, but I'd like to say that I feel that BCS did a really good job with the switch from office to home working in March 2020. The Kick Off worked well remotely. I also feel that the current approach with furlough is fairer for everyone - and I appreciate this approach."";i:3;s:0:"""";}}","61.630"
"40231","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","92.000"
"40230","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","37.750"
"40229","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","55.600"
"40227","a:1:{s:8:""comment4"";a:4:{i:0;s:40:""establishing a culture of accountability"";i:1;s:33:""addressing issues in adhoc manner"";i:2;s:47:""informal relationship building among co-workers"";i:3;s:33:""neglecting the customer responses"";}}","80.500"
"40226","a:1:{s:8:""comment4"";a:4:{i:0;s:408:""Improve protocols, so it is clear. For instnace when onboarding new ATPs, the process should be clear, written down, and everyone who needs to know should know. From signing a contract, to e-pro training and delivering exams. 
2. It is improving but more focus on international
3. INterntional Marketing &quot;global&quot; budget.
4. More people need to be pro-active, identifying a need ebfore it arises."";i:1;s:28:""1. Meetings
2. Meetings

"";i:2;s:116:""1.More cross-over between Institute and L&amp;D, ITNOW, Membership, 
2. Sales to lead on the marketing side
3.

"";i:3;s:105:""1. Meetings
2. Policies, they can slow things down. 
3. Filling out forms for legal, application forms."";}}","87.400"
"40225","a:1:{s:8:""comment4"";a:4:{i:0;s:127:""Fairer recognition of those who do a great job behind the scenes but are not in the high profile internal customer facing roles"";i:1;s:66:""Allowing people to attend meetings without putting their camera on"";i:2;s:64:""Reinforcing in all departments the importance of accountability "";i:3;s:75:""Allowing poor practice/behaviors to continue for fear of upsetting people -"";}}","87.880"
"40224","a:1:{s:8:""comment4"";a:4:{i:0;s:228:""Actively listen properly to the problems people are having.

Start listening to Understand.

Mention the good stuff as well as the bad, hearing only bad stuff lowers morale, especially when the person is working really hard."";i:1;s:291:""Stop listening in order to reply and start listening to understand.

stop rolling your eyes, or other negative facial expressions on teams, when you hear something you dont like, you can still be seen and it effect peoples morale to see it every single time.

stop the blame culture.

"";i:2;s:0:"""";i:3;s:0:"""";}}","32.300"
"40222","a:1:{s:8:""comment4"";a:4:{i:0;s:10:""Pay fairly"";i:1;s:45:""Kneejerk marketing with little or no strategy"";i:2;s:43:""Joined up communications across departments"";i:3;s:34:""YouTube videos no one ever watches"";}}","37.700"
"40221","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","37.620"
"40220","a:1:{s:8:""comment4"";a:4:{i:0;s:1:"" "";i:1;s:1:"" "";i:2;s:1:"" "";i:3;s:1:"" "";}}","31.020"
"40219","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","98.100"
"40217","a:1:{s:8:""comment4"";a:4:{i:0;s:22:""Staff Annual reviews
"";i:1;s:82:""Relying on Databases that are not able to be changed/improved once they are built."";i:2;s:0:"""";i:3;s:0:"""";}}","95.000"
"40215","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","87.900"
"40214","a:1:{s:8:""comment4"";a:4:{i:0;s:185:""Create an internal comms role to coordinate this better - we do quite well, but it's 'best endeavours' of various people.
Training for Salesforce and a product owner to manage changes "";i:1;s:0:"""";i:2;s:153:""Getting different teams to share what they're working on (I think the new blogs for Green Room are a great idea, even though the workload is a challenge)"";i:3;s:0:"""";}}","100.000"
"40213","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","98.000"
"40212","a:1:{s:8:""comment4"";a:4:{i:0;s:7:""Bonuses"";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","97.800"
"40211","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","78.300"
"40210","a:1:{s:8:""comment4"";a:4:{i:0;s:17:""Focus on customer"";i:1;s:38:""Delegating responsibility for training"";i:2;s:43:""Transparency for prioritisation of projects"";i:3;s:18:""Fear of using data"";}}","100.000"
"40209","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","57.060"
"40208","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","58.790"
"40207","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","75.000"
"40206","a:1:{s:8:""comment4"";a:4:{i:0;s:3:""N/A"";i:1;s:3:""N/A"";i:2;s:34:""Communication to the company staff"";i:3;s:3:""N/A"";}}","72.510"
"40205","a:1:{s:8:""comment4"";a:4:{i:0;s:238:""Implement new processes, encourage innovative change 
Formal performance reviews to assist with employee accountability issues (currently no intrinsic motivation for some teams to collaborate)
Provide clear scope on what my role entails"";i:1;s:100:""Siloed working, currently slowing progress on all projects (no clarity on roles/ responsibilities)  "";i:2;s:177:""Agile methodologies 
Evidence-based decision making 
Define formal processes
Performance analysis 
Accountability for customer satisfaction from all teams 
 BCS Social Club"";i:3;s:129:""Amount of employees on flexible hours per team means lack of available resources at any given time
Making decisions on a whim 
"";}}","64.290"
"40204","a:1:{s:8:""comment4"";a:4:{i:0;s:0:"""";i:1;s:0:"""";i:2;s:0:"""";i:3;s:0:"""";}}","98.100"
"40203","a:1:{s:8:""comment4"";a:4:{i:0;s:169:""pay reviews - at least in line with inflation.
dramatically decrease the gap between the highest and lowest paid workers. this may allow the first point to be achieved."";i:1;s:0:"""";i:2;s:219:""BCS stars.
developing a diverse, inclusive workforce.
encouraging staff to take BCS qualifications.
continue with improvements to staff pay and conditions, including flexible working - especially during the pandemic."";i:3;s:0:"""";}}","31.850"
"40202","a:1:{s:8:""comment4"";a:4:{i:0;s:53:""Improve team numbers and resources where it's needed."";i:1;s:142:""Hiring people just to replace numbers when the remaining team could manage the workload. In some cases new additions have a negative impact.
"";i:2;s:70:""Building on the new systems developed for project Gandalf, mainly HEQ."";i:3;s:0:"""";}}","64.000"
